affiliation,ror_id,predicted_ror_id,prediction_score,match_type,fallback_queries
"Xianhong Han, School of Materials Science and Engineering, Shanghai Jiao Tong University, China",https://ror.org/0220qvk04,https://ror.org/0220qvk04,1.0,marple,
Koninklijk Nederlands Instituut voor Onderzoek der Zee (NIOZ) Texel,https://ror.org/01gntjh03,https://ror.org/01gntjh03,1.0,marple,
Vienex Corporation,,,,no_match,Vienex Corporation
"Direction de la Recherche, des études, de l'évaluation et des Statistiques (Drees), Paris, France.",,,,no_match,"Direction de la Recherche, France.; des études, France.; de l ' évaluation et des Statistiques ( Drees ), France."
"Institute of Macromolecular Chemistry, Academy of Sciences of the Czech Republic, Heyrovského nám. 2, 162 06 Prague 6, Czech Republic",https://ror.org/0143w7709,,,no_match,"Institute of Macromolecular Chemistry, Czech Republic; Academy of Sciences of the Czech Republic, Czech Republic"
Guangdong Ocean University,https://ror.org/0462wa640,https://ror.org/0462wa640,1.0,marple,
Universidade Federal,,https://ror.org/05fk5tr28,0.5519522833333333,marple,
Inonu University,https://ror.org/04asck240,https://ror.org/04asck240,1.0,marple,
Diebold Incorporated Uzbekistan,,,,no_match,
"Department of Automobile Engineering, SRM Institute of Science and Technology, NCR Campus, Modinagar, Ghaziabad, Uttar Pradesh – 201204, India",https://ror.org/050113w36,https://ror.org/050113w36,1.0,marple,
Polaris Industries Inc. Somalia,,,,no_match,"Polaris Industries Inc., Somalia"
Key Lab of In Fiber Integrated Optics,,,,no_match,Key Lab of In Fiber Integrated Optics
ICMM,,,,no_match,ICMM
BIT Chongqing Institute of Microelectronics and Microsystems,,,,no_match,BIT Chongqing Institute of Microelectronics and Microsystems
Investigadora Asistente,,,,no_match,Investigadora Asistente
Anhui High Reliability Chips Engineering Laboratory,,https://ror.org/03v61g875,1.0,marple,
"University College London, United Kingdom",https://ror.org/02jx3x895,https://ror.org/02jx3x895,1.0,marple,
LF Vereshchagin Institute for High Pressure Physics,https://ror.org/01b1j4e13,https://ror.org/01b1j4e13,1.0,marple,
Saint Mary's University (Canada),https://ror.org/010zh7098,https://ror.org/010zh7098,1.0,crf_fallback,"Saint Mary ' s University, ( Canada )"
"%CSIRO (Commonwealth Scientific and Industrial Research Organisation, Aspendale, Victoria 3195, Australia), ARCCSS (Australian Research Council Centre of Excellence for Climate System Science). Mailing address: CSIRO, c/o Simon J. Marsland, 107-121 Station Street, Aspendale, Victoria 3195, Australias",https://ror.org/03qn8fb07,https://ror.org/05mmh0f86,1.0,marple,
Key Laboratory of Elevator Intelligent Safety inUniversities of Jiangsu Province,,,,no_match,Key Laboratory of Elevator Intelligent Safety inUniversities of Jiangsu Province
Beijing Municipal Health System High Level Personnel Training Programme,https://ror.org/0374a5s68,,,no_match,Beijing Municipal Health System High Level Personnel Training Programme
Shanghai Institute of Materia Medica Chinese Academy of Sciences CN,https://ror.org/022syn853; https://ror.org/034t30j35,https://ror.org/034t30j35,1.0,marple,
"King Faisal University, Al Hufūf",https://ror.org/00dn43547,https://ror.org/00dn43547,1.0,marple,
"Harvard Medical School, United States",https://ror.org/03vek6s52,,,no_match,"Harvard Medical School, United States"
"Central-South Architectural Design Institute co.,ltd",,,,no_match,Central - South Architectural Design Institute co.; ltd
Tyson Foods Inc Oman,,,,no_match,Tyson Foods Inc Oman
King Khalid University,https://ror.org/052kwzs30,https://ror.org/052kwzs30,1.0,marple,
Zuse Institute Berlin - OPUS 4,https://ror.org/02eva5865,https://ror.org/02eva5865,1.0,marple,
Universidad Distrital,,,,no_match,Universidad Distrital
K water Research Institute,,,,no_match,K water Research Institute
"Regional Health Agency, Provence-Alpes-Côte d'Azur, 13005 Marseille, France.",,,,no_match,"Regional Health Agency, France.; Provence - Alpes - Côte d ' Azur, France."
UOS Università La Sapienza,https://ror.org/02be6w209,,,no_match,UOS Università La Sapienza
Stiftung Leibniz-Institut zur Analyse des Biodiversitätswandels (LIB),https://ror.org/03k5bhd83,https://ror.org/03k5bhd83,1.0,marple,
University of Jyväskylä,https://ror.org/05n3dz165,https://ror.org/05n3dz165,1.0,marple,
Department of Laser Equipment,,,,no_match,Department of Laser Equipment
Nanjing Electronic Devices Institute,,,,no_match,Nanjing Electronic Devices Institute
The 26th Research Institute of China Electronics Technology Group Corporation,https://ror.org/0098hst83,https://ror.org/0098hst83,1.0,marple,
Key Laboratory of Intelligent Computing in Medical Image,,,,no_match,Key Laboratory of Intelligent Computing in Medical Image
OptiPro Systems,https://ror.org/01fha7a79,https://ror.org/01fha7a79,1.0,crf_fallback,OptiPro Systems
Transport Technologies Division,,,,no_match,Transport Technologies Division
Max Born Institute for Nonlinear Optics,https://ror.org/03jbf6q27,,,no_match,Max Born Institute for Nonlinear Optics
CE,,,,no_match,CE
East China Research Institute of Electronic Engineering,,,,no_match,East China Research Institute of Electronic Engineering
Centro de Física de Materiales  UPV/EHU CSIC,https://ror.org/02hpa6m94,https://ror.org/02hpa6m94,1.0,marple,
Heilongjiang Provincial Key Laboratory of Plasma Physics and Application Technology,,https://ror.org/05c95bg36,1.0,marple,
Kitasato University School of Allied Health Sciences,https://ror.org/00f2txz25,https://ror.org/00f2txz25,1.0,marple,
Capital University of Economics and Business,https://ror.org/01r5sf951,https://ror.org/01r5sf951,1.0,marple,
Research Institute of Changchun University of Science and Technology in Chongqing,https://ror.org/007mntk44,https://ror.org/007mntk44,1.0,marple,
Zoller and Frï¿½hlich GmbH,,,,no_match,Zoller and Frï ¿ ½hlich GmbH
PWGP Labs,,,,no_match,PWGP Labs
Sun Yat Sen University,https://ror.org/0064kty71,,,no_match,Sun Yat Sen University
Jiangxi Agricultural University,https://ror.org/00dc7s858,https://ror.org/00dc7s858,1.0,marple,
University of Nottingham Malaysia,https://ror.org/04mz9mt17,https://ror.org/04mz9mt17,0.92,crf_fallback,University of Nottingham Malaysia
Shanxi Xinhua Chemical Defense Equipment Research Institute Co,,,,no_match,Shanxi Xinhua Chemical Defense Equipment Research Institute Co
AboCom Systems,,,,no_match,AboCom Systems
Universidade de Sao Paulo,https://ror.org/036rp1748,https://ror.org/036rp1748,1.0,marple,
Empa,https://ror.org/02x681a42,,,no_match,Empa
"""portland press""",https://ror.org/03200rt26,https://ror.org/03200rt26,1.0,marple,
Al-Zaytoonah University of Jordan,https://ror.org/04a5b0p13,https://ror.org/04a5b0p13,1.0,marple,
CIC nanoGUNE BRTA,https://ror.org/023ke8y90,https://ror.org/023ke8y90,1.0,marple,
Research Triangle Institute,https://ror.org/052tfza37,https://ror.org/052tfza37,1.0,marple,
State Key Laboratory for Integrated Automation of Process Industry,,,,no_match,State Key Laboratory for Integrated Automation of Process Industry
SOAS University of London,https://ror.org/04vrxay34,https://ror.org/04vrxay34,1.0,marple,
The American University,https://ror.org/052w4zt36,https://ror.org/052w4zt36,1.0,crf_fallback,The American University
Universidade do Estado do Pará,https://ror.org/042r36z33,https://ror.org/042r36z33,1.0,marple,
"Division of Infectious Diseases, Medicine Baltimore, Johns Hopkins University, Baltimore, Maryland, USA United States of America",https://ror.org/00za53h95,https://ror.org/00za53h95,1.0,marple,
Saxon State Library -  State and University Library Dresden - Qucosa the Saxon document and publication server,https://ror.org/03wf51b65,https://ror.org/019ryn279,1.0,marple,
Department Of Psychology - University Of Bath,https://ror.org/002h8g185,https://ror.org/002h8g185,1.0,marple,
Jiangxi Province Optical Module and Lens Product Quality Supervision and Inspection Center,,,,no_match,Jiangxi Province Optical Module and Lens Product Quality Supervision and Inspection Center
 University of California – San Francisco,https://ror.org/043mz5j54,,,no_match,University of California – San Francisco
Chinese University of Hong Kong,https://ror.org/00t33hh48,https://ror.org/00t33hh48,1.0,marple,
Beijing SIO Technology Co,,,,no_match,Beijing SIO Technology Co
Fuhuang Agile Device,,,,no_match,Fuhuang Agile Device
Beijing Key Laboratory of THz Spectroscopy and Imaging,,,,no_match,Beijing Key Laboratory of THz Spectroscopy and Imaging
cambridge university,https://ror.org/013meh722,https://ror.org/013meh722,1.0,marple,
"Professor i sosiologi, UiO",,,,no_match,Professor i sosiologi
"Massachusetts Institute of Technology, Cambridge  MA",https://ror.org/042nb2s44,https://ror.org/042nb2s44,1.0,marple,
University of Gondar,https://ror.org/0595gz585,https://ror.org/0595gz585,1.0,marple,
University of Trás os Montes e Alto Douro,https://ror.org/03qc8vh97,https://ror.org/03qc8vh97,0.93,crf_fallback,University of Trás os Montes e Alto Douro
DynXlab Center for 4D Quantitative X ray Imaging and Analysis,,,,no_match,DynXlab Center for 4 D Quantitative X ray Imaging and Analysis
Ministry of Public Security Information and Communication Center,,https://ror.org/00r7b5207,1.0,marple,
United States Environmental Protection Agency,https://ror.org/03tns0030,https://ror.org/03tns0030,1.0,crf_fallback,United States Environmental Protection Agency
"Institute for systems and computer engineering technology and science, HUMANISE",https://ror.org/05fa8ka61,https://ror.org/05fa8ka61,1.0,marple,
Institute of ICT Technology,,,,no_match,Institute of ICT Technology
Tomas Bata University in Zlin,https://ror.org/04nayfw11,https://ror.org/04nayfw11,1.0,marple,
University Center of Exact Sciences and Engineering  CUCEI,https://ror.org/01kc31v38,https://ror.org/01kc31v38,1.0,crf_fallback,University Center of Exact Sciences and Engineering CUCEI
Queen Mary University of London School of Business and Management,https://ror.org/026zzn846,,,no_match,Queen Mary University of London School of Business and Management
Space & Airborne Systems,,,,no_match,Space & Airborne Systems
Consejo Nacional de Investigaciones Científicas y TécnicasUniversidad Nacional de Tucumán,https://ror.org/04chzd762,,,no_match,Consejo Nacional de Investigaciones Científicas y TécnicasUniversidad Nacional de Tucumán
Punjab Institute of Nuclear Medicine Hospital,,,,no_match,Punjab Institute of Nuclear Medicine Hospital
AEDC White Oak,,,,no_match,AEDC White Oak
Loews Corporation Norfolk Island,,,,no_match,Loews Corporation Norfolk Island
Louisiana-Pacific Corporation Congo,https://ror.org/00wkyd235,,,no_match,Louisiana - Pacific Corporation Congo
"Neuroscience Center Zurich, University and ETH Zürich, Zürich, Switzerland",https://ror.org/05a28rw58,https://ror.org/05a28rw58,1.0,marple,
Foamex International Inc Tonga,,,,no_match,Foamex International Inc Tonga
Public University of Navarre  UPNA,https://ror.org/02z0cah89,https://ror.org/02z0cah89,1.0,marple,
Guoxin YU,,,,no_match,Guoxin YU
Guangdong Provincial Key Laboratory of Advanced Display for Active Matrix Mini LED,,,,no_match,Guangdong Provincial Key Laboratory of Advanced Display for Active Matrix Mini LED
Guangxi Colleges and Universities Key Laboratory of Microwave Communication and MicroNano Photoelectric Technology,,,,no_match,Guangxi Colleges and Universities Key Laboratory of Microwave Communication and MicroNano Photoelectric Technology
University of Brasília UnB,https://ror.org/02xfp8v59,https://ror.org/02xfp8v59,1.0,marple,
MTU Aero Engines AG,https://ror.org/00bxsm637,https://ror.org/00bxsm637,0.91,crf_fallback,MTU Aero Engines AG
5820 University Avenue Halifax,,,,no_match,5820 University Avenue Halifax
Jincheng Research Institute of Opto Mechatronics Industry,,,,no_match,Jincheng Research Institute of Opto Mechatronics Industry
Engineering Technology Research Center of Spectral and Imaging Instruments,,,,no_match,Engineering Technology Research Center of Spectral and Imaging Instruments
Laboratoire de Physique,,,,no_match,Laboratoire de Physique
Universida Dist,,,,no_match,Universida Dist
Advantest  China  Co,,,,no_match,Advantest China Co
Commonwealth Scientific and Industrial Research Organization  CSIRO  Manufacturing,https://ror.org/03qn8fb07,https://ror.org/04sx9wp33,1.0,marple,
Rosenberger Hochfrequenztechnik GmbH & Co KG,https://ror.org/010t6g940,https://ror.org/010t6g940,1.0,marple,
"""kadmon corporation united states""",,,,no_match,""" kadmon corporation united states """
UNIVERSITY OF JOHANNESBURG SOUTH AFRICA,https://ror.org/04z6c2n17,https://ror.org/04z6c2n17,1.0,marple,
Universidade do Vale do Rio dos Sinos (Unisinos),https://ror.org/05ctmmy43,https://ror.org/05ctmmy43,1.0,marple,
Dongguan Xinda Institute of Integrated Innovation,,,,no_match,Dongguan Xinda Institute of Integrated Innovation
test,,,,no_match,test
Present addressActive Fiber Systems GmbH,https://ror.org/05kmgyb17,,,no_match,Present addressActive Fiber Systems GmbH
Department of Physics and Quantum Photonics Institute,,,,no_match,Department of Physics and Quantum Photonics Institute
RWTH Aachen University TOS—Chair for Technology of Optical Systems,https://ror.org/04xfq0f34,https://ror.org/04xfq0f34,1.0,marple,
Nanjing Medical University,https://ror.org/059gcgy73,https://ror.org/059gcgy73,1.0,marple,
The National Key Research and Development Program of China,,,,no_match,The National Key Research and Development Program of China
Johannes Kepler Universität Linz 4040 Linz,https://ror.org/052r2xn60,https://ror.org/052r2xn60,1.0,marple,
Synthetic Organic Chemistry Laboratories,,,,no_match,Synthetic Organic Chemistry Laboratories
Science and Technology on Reactor Fuel and Materials Laboratory,,,,no_match,Science and Technology on Reactor Fuel and Materials Laboratory
Université de Lille des Sciences et Technologies,https://ror.org/02kzqn938,https://ror.org/02kzqn938,1.0,marple,
Cuza Romania,https://ror.org/022kvet57,,,no_match,"Cuza, Romania"
Information and Bioengineering   Politecnico di Milano,https://ror.org/01nffqt88,https://ror.org/01nffqt88,1.0,marple,
John Atanasoff Center for Bio and Nano Photonics  JAC BNP,,,,no_match,John Atanasoff Center for Bio and Nano Photonics JAC BNP
"Louisiana State University Health Sciences Center Shreveport Health Sciences Library, Shreveport 71103-4228 United States United States of America",https://ror.org/03151rh82,https://ror.org/03151rh82,1.0,marple,
Noctylio SAS,,,,no_match,Noctylio SAS
"Shiraz University of Medical Sciences, Shiraz",https://ror.org/01n3s4692,https://ror.org/01n3s4692,1.0,marple,
SEP-Cinvestav Research Support Fund,,,,no_match,SEP - Cinvestav Research Support Fund
Beijing Zhongke Import And Export Company,,,,no_match,Beijing Zhongke Import And Export Company
"Fuyang People's Hospital, Fuyang 236000,China China",https://ror.org/00p1jee13,https://ror.org/00p1jee13,0.91,crf_fallback,"Fuyang People ' s Hospital, China China"
Jacques Cartier Private Hospital,https://ror.org/04qyzam39,https://ror.org/04qyzam39,0.95,crf_fallback,Jacques Cartier Private Hospital
CIMMYT Kenya,https://ror.org/055w89263,,,no_match,"CIMMYT, Kenya"
BellSouth Corporation,,,,no_match,BellSouth Corporation
CNR IFN UOS BARI,,,,no_match,CNR IFN UOS BARI
Currently with theKavli Institute for Nanoscience Discovery,,,,no_match,Currently with theKavli Institute for Nanoscience Discovery
e Society  RFTONICS,,,,no_match,e Society RFTONICS
Zhejiang University,https://ror.org/00a2xv884,https://ror.org/00a2xv884,1.0,marple,
Current affilliationInstitute for Quantum Electronics,,,,no_match,Current affilliationInstitute for Quantum Electronics
GenesisCare Adelaide,,,,no_match,GenesisCare Adelaide
"Arizona State University, Tempe, AZ",https://ror.org/03efmqc40,https://ror.org/03efmqc40,1.0,marple,
Xian Institute of Optics and Precision Mechanics Chinese Academy of Sciences,https://ror.org/0444j5556,https://ror.org/034t30j35,1.0,marple,
Fujian Normal University,https://ror.org/020azk594,https://ror.org/020azk594,1.0,marple,
